Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,2021-11-26 11:52:59,false,"ריצה בהליכון","5.82","298","00:25:07","153","172","3.4","165","176","4:19","3:30","--","--","1.40","--","--","--","--","--","0.0","--","--","24.0","No","00:03:27.9","6","27.0","00:25:06","00:25:07","--","--"
Treadmill Running,2021-11-21 19:51:00,false,"ריצה בהליכון","5.01","256","00:23:22","145","168","3.0","164","186","4:40","3:00","--","--","1.29","--","--","--","--","--","0.0","--","--","24.0","No","00:04:27.5","5","26.0","00:22:27","00:30:19","--","--"
Treadmill Running,2021-11-20 14:01:48,false,"ריצה בהליכון","9.20","519","00:47:04","149","171","3.6","157","196","5:07","2:30","--","--","1.55","--","--","--","--","--","0.0","--","--","25.0","No","00:02:39.1","12","28.0","00:45:56","00:47:04","--","--"
Treadmill Running,2021-11-16 15:27:56,false,"ריצה בהליכון","5.55","202","00:26:44","123","161","2.2","142","188","4:49","3:04","--","--","1.24","--","--","--","--","--","0.0","--","--","25.0","No","00:03:19.0","5","28.0","00:25:46","00:26:44","--","--"
Running,2021-11-12 12:39:47,false,"ריצה","5.39","367","00:36:04","143","164","3.1","150","186","6:41","4:24","18","40","0.99","--","--","--","--","--","0.0","--","--","26.0","No","00:01:56.0","6","29.0","00:35:46","00:36:04","261","270"
Running,2021-11-04 20:39:47,false,"ריצה","9.99","612","00:49:55","161","184","5.0","159","190","5:00","3:04","54","62","1.26","--","--","--","--","--","0.0","--","--","25.0","No","00:04:02.0","10","30.0","00:49:52","00:50:02","-22","7"
Treadmill Running,2021-11-03 18:31:41,false,"ריצה בהליכון","5.00","236","00:23:25","140","158","2.7","149","180","4:41","2:41","--","--","1.50","--","--","--","--","--","0.0","--","--","26.0","No","00:01:55.7","6","28.0","00:21:57","00:23:28","--","--"
Treadmill Running,2021-10-29 15:21:10,false,"ריצה בהליכון","5.53","241","00:22:53","143","162","2.7","155","180","4:08","3:03","--","--","1.53","--","--","--","--","--","0.0","--","--","26.0","No","00:02:00.3","6","31.0","00:22:05","00:22:53","--","--"
Treadmill Running,2021-10-28 18:18:27,false,"ריצה בהליכון","6.02","320","00:26:46","158","184","3.6","161","176","4:27","3:40","--","--","1.39","--","--","--","--","--","0.0","--","--","25.0","No","00:00:08.7","7","28.0","00:26:17","00:29:23","--","--"
Treadmill Running,2021-10-23 12:07:29,false,"ריצה בהליכון","5.01","230","00:23:20","136","160","2.6","159","182","4:39","2:45","--","--","1.35","--","--","--","--","--","0.0","--","--","25.0","No","00:00:02.5","6","29.0","00:22:57","00:23:20","--","--"
Running,2021-09-23 19:35:59,false,"ריצה","10.07","540","00:48:23","151","169","4.0","167","206","4:48","2:21","43","45","1.24","--","--","--","--","--","0.0","--","--","26.0","No","00:00:24.8","11","32.0","00:48:17","00:48:23","-42","-2"
Treadmill Running,2021-09-18 09:56:23,false,"ריצה בהליכון","10.01","523","00:45:00","155","177","4.1","170","198","4:30","2:24","--","--","1.31","--","--","--","--","--","0.0","--","--","26.0","No","00:00:03.4","11","30.0","00:44:53","00:45:00","--","--"
Treadmill Running,2021-09-13 18:10:10,false,"ריצה בהליכון","5.28","255","00:23:39","145","162","3.0","168","177","4:29","2:39","--","--","1.87","--","--","--","--","--","0.0","--","--","28.0","No","00:01:36.6","8","30.0","00:23:30","00:23:39","--","--"
Running,2021-09-11 05:41:18,false,"ריצה","8.26","421","00:58:59","124","147","1.8","139","215","7:08","3:23","21","40","0.99","--","--","--","--","--","0.0","--","--","26.0","No","00:01:46.6","9","29.0","00:58:39","01:08:25","-130","-111"
Running,2021-09-04 06:15:08,false,"ריצה","7.01","363","00:34:12","146","170","3.1","163","186","4:53","2:50","18","46","1.26","--","--","--","--","--","0.0","--","--","26.0","No","00:00:01.6","8","30.0","00:34:09","00:37:13","-97","-76"
Treadmill Running,2021-09-03 10:04:20,false,"ריצה בהליכון","6.00","219","00:27:39","126","152","2.0","159","184","4:36","3:07","--","--","1.31","--","--","--","--","--","0.0","--","--","24.0","No","00:03:20.8","6","29.0","00:26:59","00:27:39","--","--"
Treadmill Running,2021-08-31 17:26:32,false,"ריצה בהליכון","5.62","281","00:25:05","149","168","3.0","165","175","4:28","3:52","--","--","1.36","--","--","--","--","--","0.0","--","--","27.0","No","00:03:02.6","6","31.0","00:25:04","00:25:05","--","--"
Treadmill Running,2021-08-26 18:13:31,false,"ריצה בהליכון","10.01","509","00:45:35","153","177","3.5","166","197","4:33","2:38","--","--","1.50","--","--","--","--","--","0.0","--","--","27.0","No","00:03:02.5","12","30.0","00:45:00","00:45:35","--","--"
Treadmill Running,2021-08-22 16:51:26,false,"ריצה בהליכון","5.28","274","00:23:46","155","168","3.1","167","182","4:30","3:40","--","--","1.33","--","--","--","--","--","0.0","--","--","28.0","No","00:01:09.9","6","31.0","00:23:44","00:23:46","--","--"
Treadmill Running,2021-08-21 11:15:36,false,"ריצה בהליכון","6.00","312","00:26:44","155","168","3.2","169","182","4:27","3:21","--","--","1.48","--","--","--","--","--","0.0","--","--","27.0","No","00:02:43.8","7","31.0","00:26:43","00:26:44","--","--"
Treadmill Running,2021-08-14 09:52:02,false,"ריצה בהליכון","10.00","530","00:44:45","158","187","4.0","171","190","4:28","3:20","--","--","1.30","--","--","--","--","--","0.0","--","--","26.0","No","00:04:07.5","10","31.0","00:44:43","00:44:45","--","--"
Treadmill Running,2021-08-11 18:22:47,false,"×¨××¦× ×××××××","8.01","425","00:36:03","158","173","3.5","170","182","4:30","3:43","--","--","1.37","--","--","--","--","--","0.0","--","--","26.0","No","00:02:13.8","9","30.0","00:35:47","00:36:03","--","--"
Treadmill Running,2021-08-10 19:00:55,false,"ריצה בהליכון","5.89","307","00:26:19","155","173","3.2","167","178","4:28","3:50","--","--","1.34","--","--","--","--","--","0.0","--","--","26.0","No","00:04:18.6","6","30.0","00:26:14","00:26:19","--","--"
Treadmill Running,2021-08-07 08:37:50,false,"ריצה בהליכון","6.87","360","00:29:36","162","181","3.5","173","190","4:19","3:43","--","--","1.34","--","--","--","--","--","0.0","--","--","25.0","No","00:03:55.6","7","29.0","00:29:28","00:29:36","--","--"
Treadmill Running,2021-08-05 20:07:30,false,"ריצה בהליכון","5.57","285","00:24:40","153","171","3.1","166","178","4:26","3:56","--","--","1.36","--","--","--","--","--","0.0","--","--","26.0","No","00:02:32.8","6","29.0","00:24:29","00:24:40","--","--"
Treadmill Running,2021-08-03 15:44:39,false,"ריצה בהליכון","6.17","320","00:26:13","162","181","3.4","169","180","4:15","3:50","--","--","1.39","--","--","--","--","--","0.0","--","--","29.0","No","00:00:43.2","7","32.0","00:26:13","00:26:13","--","--"
Treadmill Running,2021-08-02 08:17:12,false,"ריצה בהליכון","5.00","235","00:22:12","146","163","2.7","166","184","4:27","3:29","--","--","1.29","--","--","--","--","--","0.0","--","--","25.0","No","00:04:14.9","5","27.0","00:21:58","00:22:12","--","--"
Treadmill Running,2021-07-31 08:29:58,false,"ריצה בהליכון","10.04","462","00:44:47","146","164","3.1","170","184","4:28","3:19","--","--","1.32","--","--","--","--","--","0.0","--","--","25.0","No","00:00:41.1","11","29.0","00:44:28","00:45:05","--","--"
Treadmill Running,2021-07-28 15:24:49,false,"ריצה בהליכון","6.25","297","00:28:23","145","164","2.9","167","180","4:32","3:32","--","--","1.32","--","--","--","--","--","0.0","--","--","26.0","No","00:01:54.7","7","32.0","00:27:47","00:28:23","--","--"
Treadmill Running,2021-07-27 15:47:48,false,"ריצה בהליכון","6.00","299","00:27:57","147","162","2.9","164","178","4:40","3:59","--","--","1.27","--","--","--","--","--","0.0","--","--","25.0","No","00:04:14.1","6","30.0","00:27:44","00:27:57","--","--"
Treadmill Running,2021-07-26 15:27:55,false,"ריצה בהליכון","6.22","340","00:28:39","160","172","3.4","167","217","4:36","3:28","--","--","1.30","--","--","--","--","--","0.0","--","--","25.0","No","00:01:09.5","7","31.0","00:28:30","00:28:39","--","--"
Treadmill Running,2021-07-24 09:09:20,false,"ריצה בהליכון","9.87","532","00:46:35","156","174","3.7","168","181","4:43","3:40","--","--","1.26","--","--","--","--","--","0.0","--","--","25.0","No","00:03:52.5","10","29.0","00:46:34","00:46:35","--","--"
Treadmill Running,2021-07-22 15:30:41,false,"ריצה בהליכון","6.50","356","00:30:11","158","172","3.4","170","184","4:39","3:10","--","--","1.38","--","--","--","--","--","0.0","--","--","25.0","No","00:00:26.3","8","31.0","00:30:10","00:30:11","--","--"
Treadmill Running,2021-07-21 17:55:20,false,"ריצה בהליכון","5.14","241","00:22:01","148","163","2.8","167","180","4:17","4:01","--","--","1.28","--","--","--","--","--","0.0","--","--","23.0","No","00:03:45.7","5","30.0","00:21:35","00:22:01","--","--"
Treadmill Running,2021-07-20 09:51:30,false,"ריצה בהליכון","5.07","279","00:22:55","164","174","3.3","172","188","4:31","3:33","--","--","1.29","--","--","--","--","--","0.0","--","--","25.0","No","00:00:21.3","6","29.0","00:22:52","00:22:55","--","--"
Treadmill Running,2021-07-15 15:19:59,false,"ריצה בהליכון","7.40","405","00:35:32","155","171","3.4","165","183","4:48","3:14","--","--","1.58","--","--","--","--","--","0.0","--","--","25.0","No","00:01:16.9","10","33.0","00:35:12","00:35:32","--","--"
Treadmill Running,2021-07-13 09:35:20,false,"ריצה בהליכון","5.02","223","00:21:03","146","164","2.6","156","178","4:12","2:58","--","--","1.52","--","--","--","--","--","0.0","--","--","24.0","No","00:00:03.3","6","30.0","00:18:57","00:21:03","--","--"
Treadmill Running,2021-07-10 12:13:02,false,"ריצה בהליכון","10.02","522","00:46:19","157","179","3.6","164","178","4:37","3:26","--","--","1.32","--","--","--","--","--","0.0","--","--","25.0","No","00:00:02.9","11","33.0","00:45:25","00:46:19","--","--"
Treadmill Running,2021-07-07 20:20:52,false,"ריצה בהליכון","5.25","285","00:23:15","165","180","3.4","168","176","4:26","3:20","--","--","1.35","--","--","--","--","--","0.0","--","--","24.0","No","00:01:01.6","6","26.0","00:23:14","00:23:15","--","--"
Treadmill Running,2021-07-05 07:40:49,false,"ריצה בהליכון","9.01","457","00:40:40","159","184","4.0","164","181","4:31","3:01","--","--","1.35","--","--","--","--","--","0.0","--","--","24.0","No","00:00:05.8","10","29.0","00:39:57","00:40:40","--","--"
Treadmill Running,2021-07-02 07:32:47,false,"ריצה בהליכון","6.02","297","00:26:26","154","185","3.3","166","178","4:23","3:24","--","--","1.37","--","--","--","--","--","0.0","--","--","26.0","No","00:00:09.2","7","29.0","00:26:25","00:26:26","--","--"
Treadmill Running,2021-06-28 07:19:48,false,"ריצה בהליכון","6.05","292","00:26:37","151","166","3.1","167","176","4:24","3:23","--","--","1.36","--","--","--","--","--","0.0","--","--","25.0","No","00:00:12.9","7","29.0","00:26:36","00:26:37","--","--"
Treadmill Running,2021-06-25 07:38:46,false,"ריצה בהליכון","6.04","288","00:27:34","148","167","3.1","164","178","4:34","3:30","--","--","1.29","--","--","--","--","--","0.0","--","--","26.0","No","00:04:17.5","6","29.0","00:26:53","00:27:34","--","--"
Treadmill Running,2021-06-23 07:27:41,false,"ריצה בהליכון","6.01","303","00:27:15","152","169","3.2","167","182","4:32","2:46","--","--","1.36","--","--","--","--","--","0.0","--","--","25.0","No","00:00:59.0","7","29.0","00:26:53","00:27:15","--","--"
Treadmill Running,2021-06-21 15:34:02,false,"ריצה בהליכון","5.70","261","00:26:56","142","180","2.9","152","180","4:44","3:22","--","--","1.30","--","--","--","--","--","0.0","--","--","26.0","No","00:01:32.6","6","31.0","00:26:16","00:26:56","--","--"
Treadmill Running,2021-06-18 11:48:13,false,"ריצה בהליכון","10.07","504","00:47:42","149","172","3.7","161","177","4:44","3:22","--","--","1.31","--","--","--","--","--","0.0","--","--","26.0","No","00:01:06.6","11","30.0","00:47:29","00:47:42","--","--"
Treadmill Running,2021-06-16 20:29:36,false,"ריצה בהליכון","6.48","323","00:30:08","150","172","3.3","161","175","4:39","3:20","--","--","1.34","--","--","--","--","--","0.0","--","--","26.0","No","00:02:06.6","7","29.0","00:30:04","00:30:08","--","--"
Treadmill Running,2021-06-08 15:11:52,false,"ריצה בהליכון","5.72","274","00:25:56","147","165","3.1","160","176","4:32","3:36","--","--","1.38","--","--","--","--","--","0.0","--","--","25.0","No","00:03:28.6","6","31.0","00:25:31","00:25:56","--","--"
Treadmill Running,2021-06-07 08:08:23,false,"ריצה בהליכון","5.21","273","00:24:15","154","170","3.3","162","176","4:39","3:45","--","--","1.33","--","--","--","--","--","0.0","--","--","25.0","No","00:00:56.5","6","29.0","00:24:05","00:24:15","--","--"
Treadmill Running,2021-06-03 16:40:13,false,"ריצה בהליכון","6.14","298","00:28:18","149","161","3.1","161","176","4:37","3:02","--","--","1.34","--","--","--","--","--","0.0","--","--","25.0","No","00:00:38.9","7","31.0","00:28:09","00:28:23","--","--"
Treadmill Running,2021-06-02 15:39:41,false,"ריצה בהליכון","5.01","240","00:24:08","142","161","2.8","157","175","4:49","3:08","--","--","1.32","--","--","--","--","--","0.0","--","--","25.0","No","00:00:06.5","6","31.0","00:23:56","00:24:08","--","--"
Treadmill Running,2021-06-01 18:25:35,false,"ריצה בהליכון","5.20","240","00:23:38","143","161","2.9","165","175","4:33","3:20","--","--","1.27","--","--","--","--","--","0.0","--","--","26.0","No","00:04:18.7","5","29.0","00:23:37","00:23:38","--","--"
Treadmill Running,2021-05-27 19:15:18,false,"ריצה בהליכון","5.18","261","00:22:45","157","172","3.3","163","173","4:24","3:48","--","--","1.40","--","--","--","--","--","0.0","--","--","26.0","No","00:00:47.1","6","28.0","00:22:44","00:22:45","--","--"
Treadmill Running,2021-05-22 11:26:45,false,"ריצה בהליכון","10.04","536","00:47:20","160","185","4.1","156","176","4:43","3:28","--","--","1.35","--","--","--","--","--","0.0","--","--","26.0","No","00:00:13.7","11","29.0","00:46:13","00:47:20","--","--"
Treadmill Running,2021-05-18 19:13:54,false,"ריצה בהליכון","7.85","386","00:35:24","154","185","3.6","158","169","4:31","3:20","--","--","1.58","--","--","--","--","--","0.0","--","--","26.0","No","00:03:44.3","9","29.0","00:34:50","00:35:24","--","--"
Treadmill Running,2021-05-13 17:40:25,false,"ריצה בהליכון","10.26","535","00:47:48","158","177","3.9","156","173","4:40","2:57","--","--","1.37","--","--","--","--","--","0.0","--","--","27.0","No","00:02:34.9","11","30.0","00:47:03","00:47:48","--","--"
Treadmill Running,2021-05-08 11:24:27,false,"ריצה בהליכון","5.10","298","00:24:32","165","178","3.8","155","169","4:49","3:34","--","--","1.27","--","--","--","--","--","0.0","--","--","29.0","No","00:04:21.0","5","31.0","00:23:46","00:24:32","--","--"
Treadmill Running,2021-05-05 16:12:27,false,"ריצה בהליכון","10.01","496","00:49:46","148","171","4.0","154","169","4:58","2:57","--","--","1.35","--","--","--","--","--","0.0","--","--","26.0","No","00:03:40.2","11","32.0","00:49:03","00:49:46","--","--"
Treadmill Running,2021-05-01 13:40:46,false,"ריצה בהליכון","5.09","308","00:25:28","165","183","3.8","149","173","5:00","3:50","--","--","1.20","--","--","--","--","--","0.0","--","--","28.0","No","00:04:50.4","5","33.0","00:25:10","00:25:28","--","--"
Treadmill Running,2021-04-26 09:37:55,false,"ריצה בהליכון","10.05","602","00:48:51","164","177","4.6","156","175","4:52","3:10","--","--","1.30","--","--","--","--","--","0.0","--","--","26.0","No","00:00:26.0","11","29.0","00:48:30","00:49:42","--","--"
Treadmill Running,2021-04-23 13:11:15,false,"ריצה בהליכון","5.41","318","00:27:46","153","174","3.4","157","169","5:08","4:10","--","--","1.24","--","--","--","--","--","0.0","--","--","27.0","No","00:02:30.9","6","29.0","00:27:26","00:27:46","--","--"
Treadmill Running,2021-04-09 10:04:28,false,"ריצה בהליכון","6.56","348","00:37:19","142","167","3.1","149","244","5:42","3:31","--","--","1.17","--","--","--","--","--","0.0","--","--","25.0","No","00:02:34.3","7","28.0","00:36:18","00:37:19","--","--"
Treadmill Running,2021-04-06 16:46:55,false,"ריצה בהליכון","10.04","558","00:52:14","155","178","4.1","157","180","5:12","3:16","--","--","1.25","--","--","--","--","--","0.0","--","--","26.0","No","00:01:16.4","11","32.0","00:51:03","00:52:14","--","--"
Treadmill Running,2021-03-31 16:40:28,false,"ריצה בהליכון","5.03","264","00:25:32","144","170","3.2","149","171","5:05","2:53","--","--","1.43","--","--","--","--","--","0.0","--","--","27.0","No","00:02:31.6","6","29.0","00:24:57","00:25:34","--","--"
Treadmill Running,2021-03-30 17:20:47,false,"ריצה בהליכון","10.02","520","00:51:10","153","178","4.1","150","175","5:06","2:47","--","--","1.30","--","--","--","--","--","0.0","--","--","24.0","No","00:00:12.5","11","28.0","00:49:16","00:51:10","--","--"
Treadmill Running,2021-03-27 12:14:20,false,"ריצה בהליכון","10.07","565","00:53:24","156","185","5.0","150","184","5:18","2:41","--","--","1.40","--","--","--","--","--","0.0","--","--","24.0","No","00:02:49.8","12","27.0","00:52:39","00:53:24","--","--"
Treadmill Running,2021-03-25 17:20:29,false,"ריצה בהליכון","5.01","275","00:25:08","153","177","3.5","146","234","5:01","3:01","--","--","1.36","--","--","--","--","--","0.0","--","--","26.0","No","00:00:01.6","6","27.0","00:24:10","00:25:08","--","--"
Treadmill Running,2021-03-20 13:43:32,false,"ריצה בהליכון","5.04","253","00:23:43","151","180","3.3","151","173","4:42","3:01","--","--","1.40","--","--","--","--","--","0.0","--","--","27.0","No","00:00:07.2","6","29.0","00:23:36","00:23:43","--","--"
Treadmill Running,2020-09-17 16:21:13,false,"ריצה בהליכון","7.53","386","00:38:25","138","174","3.2","159","175","5:06","4:05","--","--","1.23","--","--","--","--","--","0.0","--","--","26.0","No","00:03:38.2","8","30.0","00:37:32","00:38:25","--","--"
Treadmill Running,2020-09-12 12:34:45,false,"ריצה בהליכון","5.01","260","00:23:53","144","159","2.7","162","180","4:46","3:20","--","--","1.29","--","--","--","--","--","0.0","--","--","23.0","No","00:00:01.6","6","31.0","00:23:26","00:27:45","--","--"
Treadmill Running,2020-09-11 14:34:02,false,"ריצה בהליכון","6.01","344","00:28:37","154","180","3.6","165","176","4:46","4:12","--","--","1.28","--","--","--","--","--","0.0","--","--","24.0","No","00:00:01.8","7","28.0","00:28:35","00:28:37","--","--"
Treadmill Running,2020-08-29 14:17:43,false,"ריצה בהליכון","10.02","575","00:46:01","160","181","4.3","166","182","4:36","3:17","--","--","1.37","--","--","--","--","--","0.0","--","--","27.0","No","00:02:07.0","11","33.0","00:45:59","00:46:01","--","--"
Treadmill Running,2020-08-25 14:44:20,false,"ריצה בהליכון","10.02","484","00:48:41","140","164","3.2","159","182","4:52","3:23","--","--","1.29","--","--","--","--","--","0.0","--","--","26.0","No","00:00:29.0","11","31.0","00:48:09","00:48:41","--","--"
Treadmill Running,2020-08-21 11:38:38,false,"ריצה בהליכון","6.29","370","00:30:45","159","186","3.9","161","176","4:54","4:00","--","--","1.27","--","--","--","--","--","0.0","--","--","26.0","No","00:01:21.7","7","32.0","00:30:19","00:30:45","--","--"
Treadmill Running,2020-08-15 11:04:46,false,"ריצה בהליכון","5.04","237","00:26:07","132","163","2.6","156","182","5:11","3:53","--","--","1.22","--","--","--","--","--","0.0","--","--","26.0","No","00:00:10.7","6","32.0","00:25:41","00:26:07","--","--"
Treadmill Running,2020-08-13 17:13:54,false,"ריצה בהליכון","5.02","294","00:26:39","148","167","3.1","152","182","5:18","3:06","--","--","1.22","--","--","--","--","--","0.0","--","--","25.0","No","00:04:39.6","5","30.0","00:25:41","00:26:39","--","--"
Treadmill Running,2020-08-06 15:49:47,false,"ריצה בהליכון","10.01","598","00:51:05","159","185","4.6","157","182","5:06","3:44","--","--","1.25","--","--","--","--","--","0.0","--","--","26.0","No","00:00:01.9","11","29.0","00:50:44","00:51:05","--","--"
Treadmill Running,2020-08-03 18:04:48,false,"ריצה בהליכון","6.18","380","00:31:08","157","184","3.9","157","169","5:02","4:05","--","--","1.27","--","--","--","--","--","0.0","--","--","27.0","No","00:01:07.3","7","31.0","00:30:51","00:31:08","--","--"
Treadmill Running,2020-07-06 16:23:40,false,"ריצה בהליכון","10.03","468","00:49:11","138","157","3.1","159","179","4:54","3:13","--","--","1.29","--","--","--","--","--","0.0","--","--","25.0","No","00:00:37.2","11","31.0","00:48:50","00:49:11","--","--"
Treadmill Running,2020-06-29 14:47:29,false,"ריצה בהליכון","5.00","249","00:24:00","140","161","2.5","161","177","4:48","3:20","--","--","1.29","--","--","--","--","--","0.0","--","--","24.0","No","00:00:01.2","6","28.0","00:23:58","00:24:00","--","--"
Treadmill Running,2020-06-26 09:44:42,false,"ריצה בהליכון","7.04","382","00:34:17","148","170","3.4","161","181","4:52","2:09","--","--","2.02","--","--","--","--","--","0.0","--","--","26.0","No","00:00:32.1","12","31.0","00:34:10","00:34:17","--","--"
Treadmill Running,2020-06-24 19:03:22,false,"ריצה בהליכון","5.07","246","00:24:46","142","177","3.0","141","171","4:53","2:52","--","--","1.43","--","--","--","--","--","0.0","--","--","26.0","No","00:00:15.9","6","29.0","00:23:45","00:24:46","--","--"
Treadmill Running,2020-06-14 19:12:32,false,"ריצה בהליכון","5.70","293","00:25:59","148","174","3.1","153","178","4:33","3:29","--","--","1.42","--","--","--","--","--","0.0","--","--","27.0","No","00:02:49.4","6","31.0","00:25:56","00:25:59","--","--"
Treadmill Running,2020-06-10 19:11:01,false,"ריצה בהליכון","5.81","325","00:32:21","141","175","3.0","134","171","5:34","3:04","--","--","1.33","--","--","--","--","--","0.0","--","--","28.0","No","00:03:21.1","6","30.0","00:31:18","00:32:21","--","--"
Treadmill Running,2020-06-06 12:26:19,false,"ריצה בהליכון","5.29","289","00:24:26","159","179","3.5","151","173","4:37","3:10","--","--","1.43","--","--","--","--","--","0.0","--","--","28.0","No","00:01:44.9","6","31.0","00:24:11","00:24:26","--","--"
Treadmill Running,2020-06-01 20:47:26,false,"Treadmill Running","6.15","252","00:44:49","111","147","1.5","113","147","7:17","5:07","--","--","1.21","--","--","--","--","--","0.0","--","--","25.0","No","00:01:05.0","7","28.0","00:42:38","00:44:49","--","--"
Treadmill Running,2020-02-29 13:25:20,false,"Treadmill Running","7.98","476","00:38:22","158","180","4.0","163","176","4:49","2:51","--","--","1.58","--","--","--","--","--","0.0","--","--","22.0","No","00:03:20.0","10","29.0","00:38:21","00:38:22","--","--"
Treadmill Running,2020-02-23 18:28:06,false,"Treadmill Running","5.85","263","00:27:27","136","157","2.6","145","175","4:41","3:54","--","--","1.18","--","--","--","--","--","0.0","--","--","25.0","No","00:04:39.4","5","27.0","00:25:28","00:27:27","--","--"
Treadmill Running,2020-02-17 07:35:20,false,"Treadmill Running","5.02","273","00:22:56","153","182","3.4","165","181","4:34","3:37","--","--","1.40","--","--","--","--","--","0.0","--","--","22.0","No","00:01:13.8","6","25.0","00:22:38","00:22:56","--","--"
Treadmill Running,2020-01-18 08:27:29,false,"Treadmill Running","14.06","682","01:02:59","146","168","3.9","168","179","4:29","3:20","--","--","1.33","--","--","--","--","--","0.0","--","--","22.0","No","00:00:15.4","15","28.0","01:02:42","01:03:49","--","--"
Treadmill Running,2020-01-17 09:35:19,false,"Treadmill Running","8.28","380","00:38:34","138","153","2.7","165","183","4:39","3:46","--","--","1.30","--","--","--","--","--","0.0","--","--","23.0","No","00:01:23.3","9","27.0","00:38:17","00:38:34","--","--"
Treadmill Running,2020-01-10 09:54:47,false,"Treadmill Running","10.01","511","00:45:34","148","167","3.7","165","180","4:33","3:12","--","--","1.33","--","--","--","--","--","0.0","--","--","23.0","No","00:00:01.5","11","27.0","00:45:32","00:45:34","--","--"
Treadmill Running,2020-01-03 10:23:54,false,"Treadmill Running","12.02","641","00:56:59","153","170","3.6","161","182","4:44","3:28","--","--","1.29","--","--","--","--","--","0.0","--","--","24.0","No","00:03:47.9","12","27.0","00:56:40","00:57:09","--","--"
Treadmill Running,2019-12-31 09:11:10,false,"Treadmill Running","5.02","199","00:22:37","128","147","2.1","162","184","4:30","3:21","--","--","1.36","--","--","--","--","--","0.0","--","--","24.0","No","00:00:08.4","6","26.0","00:22:18","00:22:37","--","--"
Treadmill Running,2019-12-29 18:43:21,false,"Treadmill Running","9.85","328","00:43:24","125","143","1.8","166","178","4:24","3:27","--","--","1.34","--","--","--","--","--","0.0","--","--","26.0","No","00:02:51.6","10","29.0","00:43:19","00:43:24","--","--"
Treadmill Running,2019-12-26 09:48:15,false,"Treadmill Running","5.40","258","00:25:10","137","160","2.6","164","179","4:40","4:08","--","--","1.25","--","--","--","--","--","0.0","--","--","25.0","No","00:00:41.6","6","26.0","00:24:56","00:25:10","--","--"
Treadmill Running,2019-12-24 18:25:28,false,"Treadmill Running","5.02","197","00:26:23","120","145","1.5","156","175","5:15","4:04","--","--","1.21","--","--","--","--","--","0.0","--","--","27.0","No","00:00:08.0","6","30.0","00:26:17","00:26:23","--","--"
